-33.6 -22.4 6.7,-30.6 -10.2 -3.3,-38.3 0.4 14.2,66.1 1.6 -4.6,8.3 -3.2 -6.8,-8.0 -7.7 -47.8,19.8 38.5 7.0,9.7 8.1 -7.3,24.2 5.4 42.4,22.1 -44.7 -9.2
-41.4896443781784 -30.863674042324217 19.093566193778482,-22.297576594330167 -14.222842893994454 4.149607949634749,-32.47531969066908 -0.23135231543854035 20.734660104149462,71.55402373538271 -5.684003376641418 -11.13351215493265,8.575606005056496 -5.393927747242154 -2.0422814633035378,-9.328738934713485 -4.690467626835028 -47.65736236741146,18.9295737421604 36.38946214558981 6.30298521111829,9.2608678836929 5.182771736323248 -5.438493663426279,19.91820330521474 -3.3084939170881364 37.22448999550391,21.430879675817323 -42.71460232872063 -8.478595779770062
-42.450430993129224 -30.665448442662527 19.668732774172266,-23.54237113317428 -13.48665892525044 4.439254463203124,-32.09389076675917 -0.43116993735247816 21.817369327330695,71.73596271018353 -5.724564142141645 -11.110978926675601,8.747477541891952 -5.547196803849172 -2.5124757429811444,-9.127093743814699 -6.614087507339023 -48.534477809644144,19.731103484150076 38.31844333328752 6.898611856928819,9.448264111894266 5.202881049109865 -5.0879140640544165,19.89427258650698 -3.4136293298952283 38.05455637182241,22.101248554555184 -44.46880147371317 -9.09617686188669
-43.88558467800915 -30.58259838251349 20.80859316299291,-24.518960756619023 -13.215347119903187 4.53362995045897,-32.559237126865725 -0.5107784114758037 22.718995732753445,72.98442981731246 -7.0680576895330365 -12.439852432930003,10.136226123241677 -5.866996329492633 -3.1286741208831588,-8.671024558025728 -7.435197327267381 -48.84168999486179,20.125481156020275 39.302801908540296 7.208083603983201,10.828806817945448 5.200872302913819 -4.33552416351289,18.77949287908876 -1.278128495316947 39.70713526629296,22.30998510655729 -45.05847620962318 -9.319498287735879
-45.18964722646962 -30.668522113465183 22.228451617853082,-25.065103565665268 -13.207020723501596 4.66372959594583,-33.4674684490761 -0.5136995044757703 23.112289595718206,74.53287640792979 -8.957144899248544 -14.545808015640594,11.915730884910966 -6.23980393010923 -3.7303742433224905,-8.435720279504041 -7.090234377561778 -48.7935882901991,20.282454581981288 39.745131386046516 7.361876809559039,12.60077261209407 5.164747680924488 -3.5305680232442866,17.300457090383517 1.6243992045110311 41.42314823939162,22.16884689083748 -44.75334366830101 -9.228520012340532
-45.70128190184603 -30.959499452759424 23.59307742578515,-25.058332072414718 -13.184796202517157 5.096736833731033,-34.30359187847256 -0.49892983517054235 22.66333006588014,75.46814237690229 -10.472639210096327 -16.70765252049112,13.106280083833452 -6.535285853593761 -4.144775206131023,-8.947911583441346 -5.59664368493673 -48.69303917143576,20.431432784236744 40.19004981895795 7.534694427865027,13.81250474661076 5.084364680674595 -3.0662024790501103,16.31417502304902 3.5690296843320186 42.3605754457165,21.844946607120935 -43.96326140621544 -8.95003456607872
-45.11815401563834 -31.4545061777589 24.656090320027346,-24.52716102484997 -12.990460308887133 5.932081755966204,-34.70981507275351 -0.5200943903075382 21.37489517904318,75.29592382669485 -11.045329362743765 -18.37925536238741,13.120110710300871 -6.668559241655583 -4.2745045536187485,-10.37418670297989 -3.248682894035436 -48.724936978628094,20.714173101665235 40.96666999395684 7.828586670014981,13.888812311004557 4.959885431619496 -3.181613246248064,16.40178187509203 3.5612823725862217 42.105890773748946,21.493859161641996 -43.075873674047024 -8.613351296323392
-44.0507369587358 -32.05766782981895 25.397023522525775,-23.88399658734234 -12.767533993310128 6.842660381729892,-34.72804786049299 -0.6171601032086999 20.105862442224037,74.58691170409872 -10.995860533934872 -19.45960466350088,12.366038945016061 -6.670305877770094 -4.21397619326172,-11.965426196293246 -1.0444407151286548 -48.77421698702582,21.049567390565954 41.856155321419344 8.16087496569693,13.211716365028941 4.8176728922131185 -3.7244950069184704,17.442966796199116 2.463921647287495 41.33506758490094,21.2418231624978 -42.42234458511433 -8.354178875741006
-43.25224161569772 -32.65827077813103 25.830794585890285,-23.6012284977756 -12.706736712302147 7.4347098416729605,-34.46278744692762 -0.8279333817407037 19.8488180448567,74.07837538479811 -10.784126528592823 -19.917448065832733,11.408803301372002 -6.5892984003309305 -4.087615503713666,-12.829373407002802 -0.09189405869403348 -48.6788900095368,21.32165341603493 42.55398948953099 8.420000500687998,12.31300524840595 4.688189986382912 -4.481258301418342,19.207530895361653 1.43030921848734 40.89445986635768,21.210439020062406 -42.32488128107813 -8.309181066112657
-43.231299581599664 -33.16201985838111 25.983386654332985,-23.991127371904852 -12.93746759176204 7.477092011996361,-34.01694488044043 -1.163182456401603 21.16737363806762,74.27573249980848 -10.755576750002387 -19.794799476430097,10.651861471414849 -6.467859904406523 -3.995060894940523,-12.385617325771744 -1.0984749972320011 -48.33343106258681,21.468980532362558 42.907599764580986 8.55150230564264,11.574815093621442 4.598461998859168 -5.2615296373366505,21.4035562933767 1.3347230067117581 41.35530417734366,21.466229473301194 -42.96595328772982 -8.556858899104315
-43.775238621214484 -33.523040615936466 25.913417089068243,-24.89374667112253 -13.408282197845994 7.218275411453808,-33.48875337664966 -1.553935605293849 23.360025669498135,75.00063243531659 -10.918145575410357 -19.349746852277573,10.023027954190471 -6.3292927400381975 -3.9628500025383695,-10.973430127187799 -3.5903441781330443 -47.79883721914376,21.590861575345624 43.2125195673387 8.669310178475133,10.937933501482485 4.56537606111589 -5.943403159583314,23.557105845710517 2.228377758229542 42.47747134374649,21.91328431178677 -44.115921330574984 -9.004182120550476
-44.53906845870205 -33.704341029836584 25.685489765549313,-26.06251498948473 -14.03456163613288 6.994708975014105,-32.975588036132784 -1.9165933812586193 25.493194230277393,75.9492921722061 -11.21785265896541 -18.880015392966737,9.362863899067849 -6.193410037319671 -4.004110646675223,-9.100793303284837 -6.876966435128718 -47.16665283518559,21.816100294292507 43.846484195031806 8.918244001756293,10.262185834019986 4.603959532755704 -6.417532912565644,25.160852272451386 4.011503153178957 43.87199293738981,22.425896159609277 -45.469547716419086 -9.526654285907126
-45.17779881822223 -33.66892907912091 25.364208559229457,-27.250860921047618 -14.731687012201583 7.142841637646036,-32.57482395946724 -2.1675563371371087 26.633299411534644,76.81792869136069 -11.600717654816242 -18.683330298089146,8.511930455415925 -6.080024926344654 -4.1319706475191,-7.275688346096665 -10.267806601950678 -46.528422266690264,22.273500438511604 45.18722894488793 9.44312365805694,9.407397453264817 4.72923977338124 -6.574572940690983,25.707468293687697 6.584328871698299 45.14990053009737,22.878357640858876 -46.72159475206762 -9.999778950630267
-45.346439423934925 -33.37981274282889 25.014177345561933,-28.212213059867338 -15.415039431631005 7.999122334318412,-32.38383624723049 -2.223225025770507 25.846761304399102,77.30275897366411 -12.012760217111545 -19.057416767236386,7.310788772603646 -6.008950537206859 -4.3595578252380225,-6.0060967476570974 -13.072329512330594 -45.975689869635744,23.09186575731131 47.6124891141348 10.388769029947913,8.23339372124785 4.95624414259513 -6.3051772883666555,24.689626629507778 9.847084593925914 45.922225693692866,23.144961379625734 -47.56682474432611 -10.299059670175897
-44.7 -32.8 24.7,-28.7 -16.0 9.9,-32.5 -2.0 22.2,77.1 -12.4 -20.3,5.6 -6.0 -4.7,-5.8 -14.6 -45.6,24.4 51.5 11.9,6.6 5.3 -5.5,21.6 13.7 45.8,23.1 -47.7 -10.3
