-45.1 -30.6 22.3,-25.7 -14.4 4.7,-36.4 -1.0 22.0,79.0 -15.3 -21.3,12.6 -6.3 -3.5,-9.1 -0.1 -46.5,18.7 35.9 6.1,13.4 4.8 -4.7,19.4 7.6 44.7,22.1 -44.7 -9.2
-13.481125681943366 -12.540743071318692 -3.344422133957097,-7.887045037965314 -5.7660696625049495 -4.748004491705106,-16.125982443701332 5.8293116600348025 5.291345394360122,24.206116319801136 0.4403354599179612 7.782854295475702,3.5686660349358617 -2.48714740520884 0.8707031475798674,-6.653482049441346 -25.001289143397283 -51.89026968998271,23.2089218742722 47.96547293111567 10.432914284852824,3.4173569574815867 8.983680054945674 0.4623442374594521,-0.6927580803336478 -0.041461071130097116 45.43535573661117,20.925198502009323 -41.55359219896819 -8.07463667320468
-13.9547517073272 -13.837263039177586 -3.8584311026823306,-7.929617404702951 -6.651820549686122 -5.018197950701249,-16.885284556177524 6.098668101925995 3.900542880193223,24.297585276726814 -0.6555558619056627 8.377436774213363,3.371612510663123 -2.1134769583797075 0.5693005153379614,-6.332070954740342 -26.73732342652981 -50.14012434770876,22.812253139104428 46.84515567704689 10.002523729631834,3.2707676586283854 9.405064165291034 0.33794798278189253,-0.5592213662549171 -2.9550202331033133 45.4916626087142,19.788606618888366 -38.5459255445402 -7.00573275457227
-13.896730698011877 -14.750600557935229 -4.948954083055864,-8.167023748774705 -7.155559567993625 -5.952028840876407,-17.90595882663764 6.840746461028867 2.3597762198004997,25.19937576311647 -2.0789407063069114 9.557736326287296,3.3183785930741143 -1.6485481152058894 0.6234133162516475,-5.977008617457712 -26.14576990542136 -49.59049908792025,22.367764399629955 45.50864357247936 9.492872970610328,3.1415182041795253 10.01593851421585 0.9309906665321639,-1.3710106932044983 -7.389240723678254 44.20032357578433,18.94521690911377 -36.38211181582982 -6.269025717365266
-13.47196304773246 -15.294275617197007 -6.196295719064659,-8.390763434283302 -7.361932886412415 -7.029528452516367,-18.81829529730453 7.727528769453883 0.8050753320475158,26.197059136172278 -3.5821865350452256 10.873031136532246,3.3263131305516285 -1.2214768616993217 0.8474162045762862,-5.605026652446479 -24.49148328361577 -49.70772207959582,21.985127451075904 44.31001480929406 9.035590832418844,3.0175716405355795 10.632699748704775 1.8422547927589807,-2.569407310443012 -11.95691311736815 42.27818375807542,18.328745947433568 -34.881661152551985 -5.791707911701551
-12.915086325051647 -15.514759471773806 -7.095965349778745,-8.372547870576803 -7.399986775324559 -7.639445743461427,-19.21041427124262 8.366819166855192 -0.5998680033373941,26.460261730678745 -4.873259825409365 11.795660037778331,3.2865511491996138 -0.980949788005904 1.0125866643021377,-5.247089611133558 -23.174537496822637 -49.78024387284851,21.78609598532051 43.64894779268451 8.779539927612385,2.8763030685201634 11.040791289373113 2.5838509007112695,-3.4999176614263514 -15.139774009751875 40.58958096385003,17.82547695568391 -33.73423537768055 -5.451852355024079
-12.43827339635498 -15.466195152504211 -7.364169145710651,-8.02103462760242 -7.353165114782758 -7.46946369229189,-18.92209949699359 8.527137915776315 -1.7065991914046776,25.62992032094047 -5.739360894899624 12.029472332662714,3.165471968406122 -0.9946959812019913 0.9841226101151418,-4.935520141201799 -23.091993480956795 -49.37682122817871,21.82969271223538 43.72899759154733 8.801314752592782,2.7347849964463915 11.129423854115693 2.862387121363765,-3.741568590962329 -16.012937895427513 39.74207049292491,17.372255421670918 -32.75071014884506 -5.169441489014164
-12.196577783575039 -15.222232150363048 -7.278262863750916,-7.593084196364154 -7.188961944038155 -6.967342805643807,-18.433020839329078 8.385646333071273 -2.4054061052336153,24.54533803959901 -6.169152113603402 11.866961952407745,3.1207730328702716 -1.1245998451179704 0.8660265217366485,-4.706094021705639 -23.861938047417212 -48.77892487207309,22.015438891779876 44.255050905492915 8.993758984945842,2.711025608266202 11.051649628633573 2.8790062939382106,-3.467142077418976 -15.160257570418535 39.690305664323965,17.034487784664673 -32.05016261771405 -4.971017763138301
-12.336049159296614 -14.859592067873256 -7.203367049611332,-7.39999081064245 -6.856775225628814 -6.699683519918463,-18.322869264811207 8.18343524513091 -2.5926937016600315,24.233138634831846 -6.182861624902295 11.692694898191123,3.340025406932907 -1.2003595605379542 0.7996468832678164,-4.5951085214 -24.902301457438607 -48.37950915413482,22.217902246855182 44.853974932093934 9.220966340438048,2.9387715740341256 11.001782693541687 2.912199079094285,-2.9423499751706985 -13.401740809172598 40.28666119549178,16.897685563222296 -31.7998778448533 -4.899796544623039
-12.928895078389976 -14.476826911923895 -7.375033494246352,-7.640687929078432 -6.380677474875288 -7.011097979850192,-18.951493541353113 8.088694432067516 -2.2273626130875335,25.311979350213996 -5.824475537113668 11.763997647311319,3.906104654880044 -1.10941837039041 0.866917407833557,-4.615048401638191 -25.774348049700688 -48.424172226743124,22.339528909965093 45.23448569910481 9.375826674123658,3.468985425544179 11.109033761274425 3.1283954486895906,-2.376942339435213 -11.438903109137279 41.331710642162946,17.015098642048198 -32.101735078435674 -4.982739548754744
-13.82955076325378 -14.236870078030854 -7.646694802266965,-8.182738935378385 -6.004968525044082 -7.591519001438454,-20.030392283090222 8.05461671319275 -1.4526233137691065,27.197358310549617 -5.208046034650413 11.962946768811378,4.59312240041884 -0.9095190331257185 0.9745480519922675,-4.708171493136254 -26.462057509273123 -48.72393501498681,22.364982946585393 45.34668465510005 9.436154307106541,4.108485899170763 11.31061319569482 3.363540302726763,-1.815628840500069 -9.623807103448428 42.47325756701817,17.344832136561998 -32.864721261228304 -5.198873845880695
-14.852502655867337 -14.314465268043044 -7.801686540262898,-8.832919737581404 -6.014347339388078 -8.010783149465398,-21.152128894922978 7.994955249527617 -0.44549660325295887,29.084062685767336 -4.460478423609986 12.102781913760785,5.11854972562475 -0.6896445380991095 0.9971052245161058,-4.803852997307824 -27.026953635122585 -49.01009835265011,22.294010715307557 45.1849536816334 9.395342347786157,4.6193052941717445 11.50851026679022 3.3929534130410923,-1.2728436677271318 -8.244410790898195 43.33108096764345,17.827537533188867 -33.9624386190061 -5.518433237784537
-15.81223719821 -14.884356183809357 -7.623344274823892,-9.398006243726607 -6.693512881160141 -7.8387269887132,-21.909266781751874 7.823463202093114 0.6169967189127304,30.166879645795852 -3.708678010089818 11.996742733229034,5.199857712573264 -0.5387778746658036 0.8091553341772354,-4.831468115566544 -27.530560226215755 -49.013963073517246,22.12635857472306 44.743674660258655 9.246783904561964,4.763475909805021 11.604714244547978 2.991954551467881,-0.763021010478243 -7.5886721702786435 43.524959841624835,18.403866318354027 -35.26848937754401 -5.911651526249932
-16.523240832261116 -16.12128652717872 -6.895003572539675,-9.684774361853105 -8.327164113613174 -6.645187083964002,-21.89436934847739 7.45389373191024 1.557835853179789,29.64059636056384 -3.079550100187337 11.458068878285605,4.554517443339849 -0.545902032181026 0.2852647897478083,-4.7203920493260565 -28.034401081519338 -48.466830011372465,21.861772883423384 44.01722947252959 8.983872085833422,4.303030045328473 11.501214398955454 1.935863489842408,-0.3005950581152449 -7.944549240381884 42.67467318654833,19.014469978482676 -36.656475762617006 -6.348762513060539
-16.8 -18.2 -5.4,-9.5 -11.2 -4.0,-20.7 6.8 2.2,26.7 -2.7 10.3,2.9 -0.8 -0.7,-4.4 -28.6 -47.1,21.5 43.0 8.6,3.0 11.1 0.0,0.1 -9.6 40.4,19.6 -38.0 -6.8
