-21.2 -16.3 -9.5,-16.7 -7.9 -11.1,-19.5 5.7 7.6,40.2 6.1 10.2,2.8 1.4 1.8,-5.7 -16.9 -56.8,23.8 49.7 11.2,2.8 12.1 -1.7,6.7 12.0 48.6,22.3 -45.2 -9.4
-33.72878821923332 -20.082631081453577 4.803878670802464,-34.992191541599595 -13.345721898976432 -0.9811833338275234,-32.58584210647161 -0.114445277522547 18.58357662014184,64.14346609712041 5.711288727089875 3.2602171322411206,4.73108465464506 -2.7792778537858265 -6.835881961247409,-3.5102827970304062 -26.620375325626863 -46.55509275265386,24.932365991280165 53.48293980151979 12.729461415710363,6.0290156740926815 8.959149053080697 -5.9865575888046285,11.957026390805257 7.360003369030804 47.29012703664561,24.183416195829988 -50.94559039549303 -11.695077491109895
-34.14923161351632 -19.820669813565562 3.695457510863746,-34.954767517053895 -13.85392115298356 -0.9922482293418209,-32.06447773297404 -0.29303223128027833 17.87659547033877,62.91272403091832 6.709784991479528 4.573426225359999,4.713005817241941 -2.4423781978406067 -6.936716819604039,-1.6914145284709012 -27.903129868033886 -47.05092383875941,24.656604414706234 52.48149540560119 12.30813152019642,6.015343478702738 9.368229454677488 -5.734128933432698,11.434369664677586 8.15260499032025 48.40786160575101,24.41199210283057 -51.56112932834545 -11.912340348595933
-34.44401610261119 -19.993867834223906 2.7234758171038553,-35.090919801462825 -14.413063100516242 -1.184673763864717,-32.33326518118486 -0.4326231134276082 17.36518346451231,62.98141147786057 7.156496379934148 5.357630927494532,4.512438806390982 -1.9638006765274392 -6.859623471955194,0.19050261167855131 -28.93639557724904 -47.68811798811017,23.975695019911022 50.19142080854252 11.370897004203023,5.8229721275732 9.771404011081152 -5.848878457823662,12.356815454891048 10.307396208931424 50.76201180000961,24.30169673036421 -51.13942078981919 -11.709996455619622
-33.81097949859111 -20.493786528556562 2.4168719254621824,-34.53570298186507 -14.448948361150078 -1.5729689992249456,-33.28681664018606 -0.23638045834273966 16.53017492137843,63.87099088347564 6.373122555813886 4.793497498411151,4.264097444135381 -1.683053502548548 -6.530064948372378,0.2052110383034595 -27.81187676969504 -48.146158397459615,23.316910408938032 48.032233217805256 10.490917522425116,5.559091643722205 9.888375098987781 -6.1516987345620535,14.095552402023836 12.347972602703079 52.30340530447301,23.79383604784257 -49.58341316211812 -11.07339584501662
-31.95028730925436 -21.185812681973598 3.048965914593664,-32.85634741487231 -13.660891387186549 -2.1159272935066538,-34.68848821226966 0.4118876860631148 15.131691130386125,65.02922843317701 4.1750159374154885 2.5506226177501876,4.112547217170632 -1.8099258921955133 -5.9775228269749645,-2.5634770253169514 -23.615611330975852 -48.211513597609596,22.9426149957584 46.881195175342015 10.024032601340926,5.358877547780738 9.571587557521658 -6.488175545913933,16.083706873090122 13.141186891396767 51.686640036604544,22.94050470593911 -47.08728584099085 -10.093020975576486
-29.839336694706315 -21.868780852065232 4.243136138080531,-30.71894497111664 -12.443650118264873 -2.6306777864784663,-35.96790081046233 1.1690592231110248 13.639975801334352,65.71650825704519 1.632703462018834 -0.4582296495869306,4.227402714658373 -2.2243801190465824 -5.4959589905208635,-6.453348706383048 -17.96185591368322 -47.94267585235961,22.69587328449708 46.23681820401254 9.773517875761712,5.428662024965175 9.011000712986172 -6.766680280574686,17.911889732473714 12.426666460147924 49.35573867471112,22.075491579295196 -44.585709880914294 -9.126666786079134
-28.65517601704879 -22.33116970609858 5.5210757595118976,-28.96145341857636 -11.300766765269822 -2.912238259575848,-36.50264944222131 1.620211100877948 12.63630221952453,65.1642208847149 0.012882435110532511 -3.1258893239722565,4.782111823360627 -2.7547525333084244 -5.420628844974656,-9.398996822149048 -12.86028779099529 -47.44074550955485,22.354158607721782 45.381921049341564 9.456203325796228,5.9858149023587455 8.449374574168043 -6.905449415954389,19.195515847620662 10.080945072217702 46.03491024871172,21.57657526184082 -43.12897405310468 -8.573857430678983
-29.14361860895689 -22.442449444221 6.513494850357613,-28.170594989911777 -10.5946211830816 -2.8442781700805106,-35.95897459741377 1.5017662714283626 12.494849485559474,63.03496268168724 0.11764772899505022 -4.666490172336113,5.839793707001126 -3.255502026875002 -5.936977443254311,-10.019665613936688 -9.740201210186193 -46.82213784766005,21.776995563394436 43.85120647309353 8.88717776487703,7.118112456231078 8.067411344433603 -6.8643279406456665,19.728046785534534 6.277913010723439 42.42791470253007,21.672589355513015 -43.35307590014745 -8.67465644926276
-30.778696046184816 -22.310947379182902 7.172611952359443,-28.192157743366817 -10.271282637505 -2.5719150867868215,-34.854378916930635 0.9964914987153048 12.97904249852407,60.26302567385922 1.378906595718856 -5.241742608724811,7.138190304241456 -3.658127086513809 -6.788634909059654,-8.953746960810573 -8.319247128900871 -46.24843434927787,21.065891184436776 41.922223886433116 8.17131117714455,8.531138648933256 7.862794735091343 -6.725871063523879,19.82803258916726 2.0684129662835695 39.17820432245595,22.153104622555176 -44.67220121309801 -9.198852273401817
-32.801140616317795 -22.08880745661301 7.509624041920976,-28.736010650022315 -10.200451187474282 -2.288227368913356,-33.8625230088598 0.3690321339773665 13.740267657434355,58.01598538150372 2.977215145731579 -5.187183221411941,8.355355423621535 -3.90825856293527 -7.638183570013771,-7.210030967812295 -8.001087757189481 -45.889501914864546,20.36674245473366 40.008792617576965 7.466631834694711,9.860366990063234 7.7996350210590615 -6.595144307743723,19.91034703547451 -1.3358417090552317 36.918168385327654,22.727112191746116 -46.276403135757434 -9.829964721820604
-34.45168460694113 -21.928173622140072 7.535728095445839,-29.512022680959113 -10.251826891923706 -2.186293375678682,-33.657067481289154 -0.11596647154688233 14.429911361306402,57.46141732489346 4.093129489482904 -4.838348598671115,9.169342873681348 -3.9515273068498313 -8.148205753739793,-5.797307739983397 -8.189385305102121 -45.9152074448763,19.825446358169927 38.524731994741664 6.931168009623404,10.741270989219025 7.842042477254548 -6.577213196459892,20.389863901411932 -2.7231376632464785 36.2801961679834,23.10360319186468 -47.35573481192684 -10.251513613243587
-34.971060305640115 -21.981189821392825 7.262121089337642,-30.230062807258076 -10.295109809787526 -2.459191466301376,-34.9116729423066 -0.19385896661886454 14.699360009156266,59.76689702430131 3.9072057374224887 -4.53077532877593,9.258206462960851 -3.733564168967927 -7.98128378786083,-5.724367382365445 -8.287801982688922 -46.495417839769374,19.587899878630427 37.8838613461438 6.72294797402653,10.809324155998617 7.954127378595597 -6.777143252827089,21.681456963935222 -0.8817615442435707 37.896676947261454,22.991568751689698 -47.100249385407324 -10.147018766395231
-33.6 -22.4 6.7,-30.6 -10.2 -3.3,-38.3 0.4 14.2,66.1 1.6 -4.6,8.3 -3.2 -6.8,-8.0 -7.7 -47.8,19.8 38.5 7.0,9.7 8.1 -7.3,24.2 5.4 42.4,22.1 -44.7 -9.2
