-3.9 -35.1 10.3,6.7 -25.9 13.6,-35.2 1.5 -14.6,65.0 -13.8 -22.6,7.5 -7.5 -6.4,35.8 -10.4 -16.0,29.9 83.6 26.8,8.4 5.2 -1.6,-2.1 -17.4 25.6,30.0 -89.5 -29.8
-3.3908881074326787 -38.16835554753885 10.618837718228928,7.77381541301052 -28.28983414521516 16.707860712374742,-37.12683891138156 0.10109945482578643 -11.792533046981822,66.12150327775055 -11.29600468538135 -25.522170273623622,6.761996571939104 -8.205599719974463 -10.31467151905853,23.684205052156642 -14.884322747244038 -19.953504233522455,29.911299299880373 83.45968131223388 26.78239349773371,8.1619545104685 5.490573629248469 -1.1998095048342368,3.9569085505276353 -11.173111407790493 28.470527458634322,29.99862009587894 -87.88580291420753 -28.944332811367907
-3.480579838522966 -38.06338357991871 10.654545229789662,8.045300529343049 -28.28966985056464 16.784658122572854,-36.584660383414935 0.11174317146409778 -11.67274045321693,65.48262434743786 -11.24294579019038 -25.33491542042448,7.110560170519584 -8.200070117615361 -10.213459963563652,23.617212200909833 -15.352100803327936 -20.336875132170302,29.932530902338776 83.64315581672294 26.87893521378843,8.493278538346388 5.4155187746697635 -1.291489945635745,4.359877240150195 -11.152680756168548 29.535690125871152,29.967341713594084 -86.8556291668897 -28.426668473977305
-3.7018168786102517 -37.462521583585186 10.576269135792112,8.153295261608553 -27.76071325484594 16.81687507743371,-36.4610164699112 0.14369084146364192 -11.527887629040691,65.75134173404273 -11.272087019918136 -25.349096397420496,7.438066758249463 -8.154713446412828 -9.915402266373048,23.35975531496853 -15.84165911419214 -20.70934602860216,29.91845229234906 83.31022859280131 26.709295997503126,8.781706857135783 5.333409873010194 -1.4365886318550856,4.654524285798173 -11.761015141275852 29.626489804847026,29.922124433198817 -84.78645472329686 -27.38673045569095
-3.930867432455761 -36.68030115007447 10.355743562899146,8.074991179948599 -26.97258317386849 16.657213987058267,-36.643513877355645 0.21393285981541332 -11.511953833598977,66.53968010793922 -11.570696049690959 -25.40504083662286,7.611429637748533 -8.089469344876859 -9.542700641538195,23.72947333561919 -16.254728256318526 -20.779885879862473,29.89743664871686 83.10108619362668 26.599958939264987,8.902909192558809 5.300290924003422 -1.498834097570342,4.410759143412799 -12.503263549726409 29.090747493860654,29.899398663869853 -83.53323401943194 -26.769773787958258
-4.087051974637217 -35.9459359372379 9.999437512255318,7.831285823510264 -26.14062420246022 16.252149257001967,-37.027014568823404 0.31313561103713716 -11.692314338659859,67.52508020934904 -12.165851276711752 -25.405832287611805,7.566465414969977 -8.025784512678118 -9.219288730232208,24.99214040771503 -16.545984054373992 -20.4509180968826,29.889325327221325 83.4092076508752 26.752145939719338,8.804293842007429 5.345493138100609 -1.4034154810004846,3.499157714043831 -12.983971858505775 28.286654534394863,29.919683855876407 -84.17738133542024 -27.12463436628254
-4.19915681683684 -35.2717079737548 9.602137793289376,7.5542046813498915 -25.342181869238033 15.786582442495098,-37.52482791421401 0.3650333560980031 -11.916142832769328,68.55131140359248 -12.67732961378342 -25.414119151698646,7.414186052831949 -7.9889375429558775 -9.073502545908656,26.010344684579938 -16.80472231794102 -20.11674848904998,29.892266445315173 84.00078694309876 27.048586493646745,8.61567348791507 5.430427082946689 -1.2317932739982154,2.554778334703448 -13.060415100494918 27.598770176118112,29.96304383558294 -85.83348734236446 -27.992202332190885
-4.313090307805202 -34.63595781413564 9.272440345961984,7.3931278965322145 -24.632996596626768 15.482690637070993,-38.053156341005476 0.28291652096837533 -11.996192953226556,69.48819650474893 -12.661289724457257 -25.517500947762727,7.29299729748231 -8.004795397554604 -9.234301641702544,25.427466542205583 -17.1412562071471 -20.248528200783017,29.90101082799575 84.54385436148613 27.322168681490147,8.49537534661693 5.505879134054859 -1.0898730871943298,2.3321365624658346 -12.629529542825281 27.415625022314888,30.003213223430496 -87.30844081369149 -28.755680658809943
-4.451201964414249 -34.05103809353984 9.093680829313769,7.439637412336595 -24.0736679559534 15.489160106572747,-38.53366403034233 0.025828263405042417 -11.820662910429593,70.21588928408364 -11.872477704548832 -25.760408952673586,7.292084390851771 -8.084785591698411 -9.749140839373274,22.524164538607966 -17.588436814658387 -21.09741042939046,29.90983063910856 84.7829324352888 27.443857533162358,8.542478015028205 5.536729299891643 -1.052433816288156,3.2740246730412363 -11.695762518976954 27.930655266606838,30.02094633626767 -87.75528452113006 -28.978170215547134
-4.566362502990828 -33.62960856675426 9.074698253790965,7.614858945034067 -23.739125933530318 15.737940795395392,-38.90412275714022 -0.31225606259730165 -11.500249147012825,70.64501117430872 -10.65130606441153 -26.059964324873363,7.355473357603798 -8.197751380199588 -10.425104342820138,18.460533526808256 -17.95066708415442 -22.265738891035582,29.911586393446573 84.68813165919643 27.396913152933582,8.68132634127452 5.5294219889738505 -1.1024566469104724,4.903912634364521 -10.58062886279303 28.761932175939155,30.01769970950381 -87.34792528984862 -28.75331982590919
-4.598697249686316 -33.502729613893194 9.210665751245875,7.80864923238688 -23.706929328040488 16.121223916344178,-39.105259119452015 -0.6126087544888111 -11.18646381861887,70.69177268321852 -9.44562363896669 -26.309934090033956,7.400561799816508 -8.304724239169236 -11.02518208132468,14.741437536927103 -17.990442776535893 -23.23683783231872,29.898879648857246 84.2709450304152 27.18519537515338,8.804211514125365 5.498026302413633 -1.2060831298270458,6.576627297078833 -9.663807178538464 29.42198042712822,29.998727552817 -86.447540170971 -28.27210354971581
-4.48833153065209 -33.801461615070934 9.49675645353081,7.9108650121573 -24.054636938166844 16.531200682224366,-39.07779971533065 -0.7565021097196558 -11.030819080890335,70.27238431860741 -8.703279263135613 -26.404085273827302,7.344747319568029 -8.366735644718453 -11.312363984168465,12.871740599084976 -17.47025965270352 -23.494031499840254,29.864311963188058 83.54286554615126 26.81256403417133,8.803424722350233 5.456611341323149 -1.3294548158036452,7.646995511827392 -9.324976070478153 29.42332469699044,29.969284075885362 -85.4153062156211 -27.72549544678668
-4.175390672039523 -34.65686495040178 9.928143492498087,7.811363022107586 -24.859807562592373 16.860062305841225,-38.76247114282901 -0.6252084257399962 -11.184827089469845,69.30305658826978 -8.872121771839613 -26.236184901925345,7.105427518936482 -8.34481707295834 -11.049639980633051,14.356306743402444 -16.152613473557977 -22.520644140200552,29.800484894286488 82.5153862036108 26.28287896433701,8.571257154718612 5.419246206814552 -1.4387132556060418,7.469844129253383 -9.94381414287703 28.27848966234223,29.934623488386997 -84.61240047492281 -27.30446957694151
-3.6 -36.2 10.5,7.4 -26.2 17.0,-38.1 -0.1 -11.8,67.7 -10.4 -25.7,6.6 -8.2 -10.0,20.7 -13.8 -19.8,29.7 81.2 25.6,8.0 5.4 -1.5,5.4 -11.9 25.5,29.9 -84.4 -27.2
